iter	RMSE
837	8095.334439
838	8085.713077
839	8077.733489
840	8076.009318
841	8070.75085
842	8063.436983
843	8057.4719
844	8052.371875
845	8043.593357
846	8036.99183
847	8031.228019
848	8028.944159
849	8026.043532
850	8023.796577
851	8013.49876
852	8007.114173
853	7998.079862
854	7995.324192
855	7988.063291
856	7981.47792
857	7975.557739
858	7968.903968
859	7962.339409
860	7956.443779
861	7954.714279
862	7948.11734
863	7941.876099
864	7935.883272
865	7927.495054
866	7923.540056
867	7916.806283
868	7911.663837
869	7897.190338
870	7893.637129
871	7886.733213
872	7879.393132
873	7874.007969
874	7867.846882
875	7861.464628
876	7853.236116
877	7851.950275
878	7848.088327
879	7842.415574
880	7837.239762
881	7833.650066
882	7827.721222
883	7822.751589
884	7820.378137
885	7812.543926
886	7808.534769
887	7804.437387
888	7801.378369
889	7800.391003
890	7797.522719
891	7793.643804
892	7790.579983
893	7786.875825
894	7783.177159
895	7777.686117
896	7772.511403
897	7769.645135
898	7762.126631
899	7755.746421
900	7751.333398
901	7747.301523
902	7740.336508
903	7736.327979
904	7734.150884
905	7731.399008
906	7725.705227
907	7718.786862
908	7706.263207
909	7704.557942
910	7698.58624
911	7693.97628
912	7691.505094
913	7687.627912
914	7684.641805
915	7680.233449
916	7673.723957
917	7668.581083
918	7665.630766
919	7662.18933
920	7656.986975
921	7653.760676
922	7648.915617
923	7644.275334
924	7639.706438
925	7637.147732
926	7631.699462
927	7627.379796
928	7620.863792
929	7619.276438
930	7614.875213
931	7606.782692
932	7602.624058
933	7597.50437
934	7593.186578
935	7591.266172
936	7586.005735
937	7583.804654
938	7576.931099
939	7573.714487
940	7569.456138
941	7565.663237
942	7559.368008
943	7556.113426
944	7551.237564
945	7549.02386
946	7545.964935
947	7541.960719
948	7534.792041
949	7528.594474
950	7523.165248
951	7518.612734
952	7513.15528
953	7507.369016
954	7502.445888
955	7498.670575
956	7493.497619
957	7492.704294
958	7489.939551
959	7487.918782
960	7482.690816
961	7479.874404
962	7475.123871
963	7470.044987
964	7466.51574
965	7457.489961
966	7455.387253
967	7448.148176
968	7444.806588
969	7442.927996
970	7437.999062
971	7427.199339
972	7423.722883
973	7419.230543
974	7415.327386
975	7409.651768
976	7406.033589
977	7404.811234
978	7401.666545
979	7395.256407
980	7390.792107
981	7387.20626
982	7382.202494
983	7380.323451
984	7376.458205
985	7368.129688
986	7363.188434
987	7361.107099
988	7355.892499
989	7353.593604
990	7349.231085
991	7344.807742
992	7342.621226
993	7339.401264
994	7336.007127
995	7331.899592
996	7328.151223
997	7324.245399
998	7318.606301
999	7314.175142
1000	7312.138957
1001	7308.401283
1002	7304.318777
1003	7301.204065
1004	7296.844654
1005	7292.766905
1006	7289.951433
1007	7288.316341
1008	7286.16934
1009	7281.353489
1010	7274.74212
1011	7270.981907
1012	7267.524128
1013	7265.7693
1014	7260.431937
1015	7257.014201
1016	7255.526187
1017	7249.052739
1018	7245.273336
1019	7238.690932
1020	7235.770562
1021	7232.2477
1022	7228.883349
1023	7221.025218
1024	7217.524635
1025	7213.19735
1026	7209.471211
1027	7205.601532
1028	7201.303976
1029	7194.28664
1030	7190.374448
1031	7183.238669
1032	7180.883939
1033	7171.922711
1034	7169.639552
1035	7164.732473
1036	7163.045403
1037	7159.498851
1038	7153.717282
1039	7148.362425
1040	7145.780702
1041	7143.605229
1042	7142.842723
1043	7141.176454
1044	7134.97148
1045	7132.05155
1046	7126.290736
1047	7123.481681
1048	7118.023159
1049	7117.106981
1050	7112.343783
1051	7109.42083
1052	7105.029331
1053	7103.133207
1054	7100.888189
1055	7098.631368
1056	7096.189542
1057	7089.341533
1058	7088.390304
1059	7081.547408
1060	7080.568379
1061	7078.12543
1062	7074.098247
1063	7072.040619
1064	7069.2592
1065	7065.811509
1066	7057.654061
1067	7053.929972
1068	7050.425786
1069	7046.037329
1070	7042.693788
1071	7038.094726
1072	7036.383399
1073	7031.568007
1074	7028.05574
1075	7026.006468
1076	7022.654094
1077	7018.267074
1078	7013.131913
1079	7006.374903
1080	7001.450538
1081	6999.889491
1082	6996.011283
1083	6994.083974
1084	6986.641533
1085	6984.485715
1086	6983.42029
1087	6978.517048
1088	6975.335731
1089	6972.726524
1090	6968.331914
1091	6965.866987
1092	6961.053805
1093	6956.086175
1094	6951.509346
1095	6949.496564
1096	6946.592108
1097	6940.98739
1098	6934.812023
1099	6934.006773
1100	6930.582706
1101	6927.87948
1102	6926.718094
1103	6923.844642
1104	6919.044373
1105	6916.844932
1106	6910.920211
1107	6908.616376
1108	6905.931737
1109	6901.842995
1110	6899.960765
1111	6897.202302
1112	6892.162005
1113	6887.548843
1114	6882.472622
1115	6874.783878
1116	6869.543444
1117	6868.133294
1118	6861.866702
1119	6856.926022
1120	6854.097271
1121	6851.216819
1122	6847.685813
1123	6844.901296
1124	6842.61109
1125	6839.722578
1126	6837.466116
1127	6835.058264
1128	6829.714991
1129	6823.874485
1130	6821.969654
1131	6819.302945
1132	6816.616169
1133	6814.806441
1134	6812.802443
1135	6811.122513
1136	6806.694038
1137	6803.636633
1138	6799.829855
1139	6793.580245
1140	6789.950486
1141	6784.309359
1142	6778.914681
1143	6774.501794
1144	6768.77711
1145	6766.622588
1146	6763.893525
1147	6762.306558
1148	6756.652005
1149	6753.865364
1150	6751.950062
1151	6748.080039
1152	6742.196978
1153	6737.894742
1154	6733.944614
1155	6729.679871
1156	6727.474552
1157	6722.685838
1158	6718.431232
1159	6715.070991
1160	6714.50386
1161	6710.297088
1162	6709.12634
1163	6707.338153
1164	6701.800913
1165	6697.170843
1166	6693.432212
1167	6690.025303
1168	6688.833545
1169	6683.954532
1170	6682.804787
1171	6679.275419
1172	6677.681093
1173	6674.975597
1174	6671.429318
1175	6669.266716
1176	6666.164698
1177	6664.070295
1178	6661.853886
1179	6659.088772
1180	6655.523495
1181	6652.521513
1182	6649.328283
1183	6645.653579
1184	6643.987724
1185	6642.304667
1186	6638.807956
1187	6633.982078
1188	6629.804096
1189	6623.972511
1190	6621.895945
1191	6616.273389
1192	6612.339266
1193	6608.188377
1194	6606.222806
1195	6604.071128
1196	6601.339942
1197	6599.245058
1198	6595.522829
1199	6593.627755
1200	6592.976897
1201	6588.61972
1202	6586.897409
1203	6583.035982
1204	6577.48031
1205	6574.241773
1206	6571.438391
1207	6568.57068
1208	6563.47604
1209	6562.086731
1210	6558.764389
1211	6557.777796
1212	6553.3939
1213	6549.185501
1214	6547.442693
1215	6545.991924
1216	6543.744455
1217	6539.616888
1218	6535.699773
1219	6531.390265
1220	6528.726728
1221	6525.94674
1222	6523.492362
1223	6520.516506
1224	6519.131179
1225	6517.525249
1226	6515.341488
1227	6512.705231
1228	6510.592179
1229	6508.66997
1230	6505.759836
1231	6503.146524
1232	6498.798411
1233	6495.447612
1234	6492.557227
1235	6488.923976
1236	6484.511409
1237	6480.510426
1238	6477.201836
1239	6473.931389
1240	6470.194444
1241	6468.64192
1242	6467.519194
1243	6464.758624
1244	6458.649399
1245	6455.302421
1246	6452.488796
1247	6448.053327
1248	6445.708818
1249	6443.062701
1250	6438.892374
1251	6435.522325
1252	6433.646035
1253	6431.491111
1254	6428.300848
1255	6423.114145
1256	6418.386887
1257	6415.474289
1258	6412.490077
1259	6408.964053
1260	6406.882933
1261	6404.718377
1262	6402.099444
1263	6399.298468
1264	6395.004029
1265	6392.208792
1266	6389.152039
1267	6387.632763
1268	6385.822486
1269	6381.941662
1270	6378.818134
1271	6377.247464
1272	6374.484823
1273	6371.186007
1274	6368.642118
1275	6366.850964
1276	6363.995415
1277	6361.224255
1278	6358.894187
1279	6356.108677
1280	6351.811515
1281	6348.701879
1282	6346.345298
1283	6344.718828
1284	6342.870727
1285	6338.207512
1286	6334.414663
1287	6331.944928
1288	6327.641808
1289	6324.001233
1290	6321.854661
1291	6319.178459
1292	6317.011022
1293	6313.90184
1294	6311.25755
1295	6307.658563
1296	6305.92699
1297	6304.110928
1298	6302.480848
1299	6300.930378
1300	6298.20543
1301	6295.855721
1302	6294.486201
1303	6291.367495
1304	6290.313156
1305	6287.673106
1306	6285.646465
1307	6283.043486
1308	6281.002464
1309	6277.358707
1310	6274.968679
1311	6272.453865
1312	6271.313467
1313	6269.198217
1314	6265.995276
1315	6262.859253
1316	6259.688429
1317	6257.076096
1318	6254.205398
1319	6250.581186
1320	6248.00909
1321	6246.568836
1322	6244.47009
1323	6241.256493
1324	6238.251078
1325	6236.005839
1326	6234.542521
1327	6233.019516
1328	6230.464561
1329	6228.719644
1330	6227.134408
1331	6223.716506
1332	6220.35212
1333	6218.362847
1334	6217.127008
1335	6214.828233
1336	6212.598309
1337	6211.772809
1338	6210.009411
1339	6208.331419
1340	6205.846655
1341	6204.650268
1342	6201.098276
1343	6198.930182
1344	6196.24235
1345	6193.700395
1346	6191.748175
1347	6186.653492
1348	6182.467127
1349	6179.929223
1350	6176.299747
1351	6174.313022
1352	6172.62615
1353	6171.649584
1354	6166.674419
1355	6164.020263
1356	6159.232241
1357	6157.626333
1358	6154.367898
1359	6153.158612
1360	6151.736123
1361	6149.800559
1362	6147.143123
1363	6144.496587
1364	6141.429382
1365	6139.747179
1366	6138.33522
1367	6132.782832
1368	6129.890204
1369	6127.888241
1370	6123.459913
1371	6120.944042
1372	6119.076056
1373	6117.692987
1374	6115.86464
1375	6114.538344
1376	6112.844276
1377	6111.090073
1378	6109.001582
1379	6107.483555
1380	6101.689965
1381	6099.263248
1382	6095.394769
1383	6091.697567
1384	6089.714878
1385	6087.004389
1386	6084.659286
1387	6081.689179
1388	6079.916297
1389	6078.468908
1390	6076.703637
1391	6073.894153
1392	6072.445072
1393	6068.394739
1394	6065.579382
1395	6061.80781
1396	6060.171837
1397	6057.977614
1398	6054.238624
1399	6052.097883
1400	6050.787135
1401	6045.32726
1402	6042.395998
1403	6040.581801
1404	6039.474391
1405	6037.852981
1406	6034.251874
1407	6032.342482
1408	6030.323631
1409	6028.209468
1410	6027.134706
1411	6024.476638
1412	6022.502567
1413	6019.678527
1414	6017.587567
1415	6013.22673
1416	6010.824527
1417	6008.340051
1418	6005.960631
1419	6003.895366
1420	6002.487223
1421	6000.163116
1422	5999.726708
1423	5996.419376
1424	5994.25834
1425	5992.24067
1426	5990.873736
1427	5987.450873
1428	5984.885828
1429	5981.07475
1430	5977.773294
1431	5976.012379
1432	5973.808188
1433	5972.471948
1434	5969.9388
1435	5966.468707
1436	5964.401902
1437	5963.196628
1438	5960.089129
1439	5958.466915
1440	5956.280929
1441	5955.156285
1442	5953.353333
1443	5951.85593
1444	5948.510396
1445	5944.689277
1446	5940.750918
1447	5937.171467
1448	5934.067717
1449	5931.851349
1450	5929.334581
1451	5927.896468
1452	5925.536143
1453	5923.010566
1454	5920.487759
1455	5919.149462
1456	5917.613102
1457	5915.11971
1458	5914.276953
1459	5910.880277
1460	5906.784635
1461	5904.523112
1462	5902.68985
1463	5900.866865
1464	5898.574359
1465	5896.191116
1466	5893.13338
1467	5890.985051
1468	5888.44874
1469	5885.552117
1470	5883.940128
1471	5880.638579
1472	5879.890521
1473	5879.076169
1474	5877.768458
1475	5875.947669
1476	5873.961542
1477	5871.887367
1478	5869.507092
1479	5866.693319
1480	5866.08872
1481	5864.97662
1482	5862.514089
1483	5860.764661
1484	5858.931005
1485	5855.085659
1486	5852.545377
1487	5851.511863
1488	5847.34981
1489	5844.534543
1490	5841.962645
1491	5841.010092
1492	5839.813813
1493	5837.073018
1494	5832.343161
1495	5827.463188
1496	5825.177521
1497	5823.694577
1498	5820.286665
1499	5818.70976
1500	5815.777627
1501	5813.320695
1502	5811.798272
1503	5809.152322
1504	5807.928243
1505	5806.09602
1506	5805.175766
1507	5803.531497
1508	5802.047523
1509	5801.090701
1510	5798.230877
1511	5794.661035
1512	5792.483551
1513	5790.096826
1514	5788.415531
1515	5784.384058
1516	5782.213934
1517	5779.8437
1518	5777.522043
1519	5774.669495
1520	5772.996873
1521	5770.285505
1522	5769.442671
1523	5766.710526
1524	5763.281913
1525	5761.979706
1526	5758.795195
1527	5757.174206
1528	5754.020538
1529	5751.487503
1530	5748.813393
1531	5747.623309
1532	5745.107979
1533	5743.107674
1534	5740.760721
1535	5739.184151
1536	5737.494707
1537	5735.003617
1538	5732.893319
1539	5731.401467
1540	5729.916238
1541	5727.780039
1542	5726.561555
1543	5724.140443
1544	5722.131199
1545	5720.601085
1546	5719.38265
1547	5717.419005
1548	5716.483852
1549	5715.36126
1550	5713.181242
1551	5711.964703
1552	5710.622828
1553	5708.397095
1554	5707.18102
1555	5705.750056
1556	5704.913272
1557	5703.711425
1558	5702.424924
1559	5701.222744
1560	5699.275402
1561	5697.700969
1562	5694.418867
1563	5692.020206
1564	5690.013621
1565	5688.685319
1566	5684.54191
1567	5683.313784
1568	5682.441278
1569	5680.159011
1570	5678.595617
1571	5677.030013
1572	5674.779043
1573	5673.612577
1574	5671.977675
1575	5670.10423
1576	5669.120418
1577	5667.813816
1578	5665.605867
1579	5662.302351
1580	5660.386614
1581	5657.557881
1582	5656.872149
1583	5656.198006
1584	5655.041583
1585	5652.888034
1586	5649.676141
1587	5648.445669
1588	5647.192646
1589	5644.927765
1590	5642.380028
1591	5641.852905
1592	5640.362471
1593	5638.211589
1594	5637.075525
1595	5635.325246
1596	5634.061992
1597	5631.951751
1598	5630.095418
1599	5627.537939
1600	5623.840652
1601	5622.011928
1602	5619.447152
1603	5616.984269
1604	5615.579818
1605	5614.503381
1606	5613.361127
1607	5612.038278
1608	5608.993101
1609	5608.04716
1610	5607.077284
1611	5605.772144
1612	5604.459918
1613	5602.615397
1614	5601.526755
1615	5600.436783
1616	5599.603947
1617	5598.622089
1618	5598.163955
1619	5597.144917
1620	5596.194162
1621	5595.434319
1622	5592.124715
1623	5590.926323
1624	5588.21999
1625	5586.174884
1626	5584.525215
1627	5582.460605
1628	5581.343863
1629	5580.176601
1630	5578.385233
1631	5576.86498
1632	5576.479842
1633	5574.404234
1634	5573.408798
1635	5572.539519
1636	5571.264128
1637	5569.83711
1638	5567.760647
1639	5567.511347
1640	5565.14434
1641	5563.244765
1642	5561.346403
1643	5558.820731
1644	5556.938954
1645	5554.77683
1646	5552.883982
1647	5550.777433
1648	5549.582829
1649	5547.184614
1650	5546.282591
1651	5544.095567
1652	5541.992228
1653	5540.743775
1654	5539.568609
1655	5537.342431
1656	5535.090803
1657	5534.146812
1658	5533.213847
1659	5531.315439
1660	5530.226854
1661	5529.416067
1662	5529.06564
1663	5525.899835
1664	5524.748663
