iter	RMSE
0	8.858916737
1	6.933394523
2	5.431528765
3	4.258010895
4	3.343153995
5	2.629152846
6	2.073649405
7	1.639166877
8	1.299604634
9	1.037638645
10	0.8402530394
11	0.6922476115
12	0.5697615472
13	0.4852177733
14	0.4211894215
15	0.369696484
16	0.337279654
17	0.312329075
18	0.2883618736
19	0.2776515816
20	0.266450427
21	0.261291914
22	0.2563982341
23	0.2529444653
24	0.2502256454
25	0.2468270671
26	0.243735374
27	0.243386349
28	0.2425452903
29	0.2418526331
30	0.2415847882
31	0.2277688552
32	0.2265962099
33	0.2259238921
34	0.2257460503
35	0.2249315418
36	0.224527298
37	0.2244682761
38	0.2243599387
39	0.2243292904
40	0.2242820344
41	0.2130476365
42	0.2130357217
43	0.2129540402
44	0.2129104732
45	0.2042178806
46	0.1995530683
47	0.1994936792
48	0.199455469
49	0.1994307605
50	0.1993206997
51	0.1993038069
52	0.1992927357
53	0.1905777772
54	0.1869266787
55	0.1826564364
56	0.1826474138
57	0.1826213774
58	0.1825762201
59	0.1824793621
60	0.1799946458
61	0.177843241
62	0.1775903873
63	0.1773438007
64	0.1772945365
65	0.1772883331
66	0.1770863887
67	0.1764909776
68	0.1762162078
69	0.1760782364
70	0.1760641317
71	0.1754319652
72	0.1752595677
73	0.1751124186
74	0.1686483504
75	0.1683729216
76	0.1683390078
77	0.1683284699
78	0.1683180333
79	0.1682573254
80	0.1681117807
81	0.1681032165
82	0.1681014668
83	0.167967929
84	0.1679386491
85	0.1678262453
86	0.1677301969
87	0.1635985792
88	0.1634983113
89	0.1583313559
90	0.1583273297
91	0.1583255516
92	0.1583147014
93	0.1541159721
94	0.1541060138
95	0.1541019961
96	0.1540674293
97	0.1540636335
98	0.1539533351
99	0.1518060803
100	0.1518020696
101	0.1517984508
102	0.1517951486
103	0.1517921027
104	0.1517892301
105	0.1517812077
106	0.1517746628
107	0.1517746326
108	0.1509605242
109	0.1509571885
110	0.1509569686
111	0.1509284302
112	0.150878786
113	0.1508786722
114	0.1508785964
115	0.1508426612
116	0.1508426081
117	0.1508425853
118	0.1475384401
119	0.1475347555
120	0.1444975103
121	0.1444812652
122	0.1444808771
123	0.144450774
124	0.1432003758
125	0.1431747436
126	0.1407501021
127	0.1406725029
128	0.1406488186
129	0.1406323975
130	0.1406223957
131	0.1406223551
132	0.1406223144
133	0.1406223062
134	0.1406143304
135	0.1406009169
136	0.1387336616
137	0.1387235725
138	0.1387153555
139	0.1380042663
140	0.137992461
141	0.1379818906
142	0.1379722235
143	0.1379632773
144	0.137417437
145	0.1374138975
146	0.1371439797
147	0.1367825369
148	0.1367032256
149	0.1367027191
150	0.1366959043
151	0.1361848678
152	0.1361817165
153	0.1361632059
154	0.1361603735
155	0.1361579654
156	0.1361434404
157	0.1361319697
158	0.1361277705
159	0.1361243992
160	0.1360741605
161	0.1359421795
162	0.1359409966
163	0.1359383995
164	0.1359301951
165	0.135922988
166	0.1359210809
167	0.1359141259
168	0.1359127744
169	0.135058833
170	0.1350530327
171	0.1342499719
172	0.1342439917
173	0.1335064706
174	0.1334870233
175	0.1334864017
176	0.1334591954
177	0.1334586723
178	0.1314292309
179	0.1314285822
180	0.1314280685
181	0.1314276592
182	0.1312421056
183	0.1296247027
184	0.1296242171
185	0.1296110746
186	0.1296106596
187	0.1296103417
188	0.1296067215
189	0.1296064566
190	0.1288662437
191	0.1288539831
192	0.1273787447
193	0.1273785111
194	0.1271177418
195	0.1270894828
196	0.1269201801
197	0.1267736416
198	0.1267730367
199	0.1267725763
200	0.1267725583
201	0.1267722107
202	0.1267611335
203	0.1267216375
204	0.1267119287
205	0.1267050282
206	0.1266990803
207	0.126690526
208	0.1263483465
209	0.1260172986
210	0.1260169081
211	0.1253682184
212	0.1253569532
213	0.1253477093
214	0.125347408
215	0.1253405967
216	0.1249610831
217	0.1244215951
218	0.1243402806
219	0.1242662117
220	0.1241973051
221	0.12419355
222	0.1241880301
223	0.1241200252
224	0.1240091832
225	0.1239986621
226	0.1239953856
227	0.1239905907
228	0.1239861233
229	0.1239819834
230	0.1239755541
231	0.1239729924
232	0.1239691706
233	0.1239655979
234	0.1239634191
235	0.1227264244
236	0.1226448118
237	0.1226435194
238	0.1226424696
239	0.1225754232
240	0.1225745595
241	0.1225738686
242	0.1223883477
243	0.1223339743
244	0.1223128441
245	0.1223105892
246	0.1223100278
247	0.1222999687
248	0.1222863105
249	0.1222756318
250	0.1222646666
251	0.1222625746
252	0.1222607165
253	0.1212787082
254	0.12127248
255	0.1210641274
256	0.1204621238
257	0.1204590267
258	0.1203049417
259	0.1203035148
260	0.1202979354
261	0.1202969317
262	0.1202944677
263	0.1202923747
264	0.1202883265
265	0.1202864189
266	0.120283046
267	0.120269763
268	0.1202685878
269	0.1188670591
270	0.118084868
271	0.118083579
272	0.1180799881
273	0.1180781514
274	0.1180765861
275	0.1180752583
276	0.1172290269
277	0.1172278847
278	0.1172274356
279	0.1172262787
280	0.1172253073
281	0.1172250145
282	0.1172247802
283	0.1171839256
284	0.1171825535
285	0.1171823826
286	0.1171818454
287	0.1171814743
288	0.1171811276
289	0.1171809518
290	0.1171808102
291	0.1171807321
292	0.1171806637
293	0.1171699983
294	0.1171699641
295	0.1171686992
296	0.1171676931
297	0.1171675271
298	0.1171674783
299	0.1171662768
300	0.1171654271
301	0.1161697397
302	0.115685335
303	0.1151074701
304	0.1147017538
305	0.1147015592
306	0.1146998181
307	0.114698995
308	0.1145190398
309	0.1145190298
310	0.1145184652
311	0.1145184002
312	0.114161742
313	0.1141616217
314	0.1141615766
315	0.1141615365
316	0.1141610904
317	0.113950637
318	0.1139505667
319	0.1139505266
320	0.1138166563
321	0.1138165909
322	0.1138162591
323	0.1138161988
324	0.1138162038
325	0.1138161586
326	0.1138161385
327	0.1138161334
328	0.1138161284
329	0.1138154095
330	0.1138153793
331	0.1138153793
332	0.1138153592
333	0.1138147106
334	0.1138146905
335	0.1138146754
336	0.1138132777
337	0.1138119957
338	0.1138119705
339	0.1138119655
340	0.1138119454
341	0.1138119454
342	0.113035844
343	0.1123021306
344	0.111365793
345	0.111214571
346	0.1112145298
347	0.1108994557
348	0.1108424098
349	0.1102992847
350	0.1101956289
351	0.1101947046
352	0.1101937543
353	0.1101924976
354	0.1101919732
355	0.1101915214
356	0.1101903893
357	0.1101893351
358	0.1101883744
359	0.1101874604
360	0.1101866243
361	0.1101862816
362	0.1101855078
363	0.1101848742
364	0.1101845938
365	0.1101843601
366	0.1101799665
367	0.1101799561
368	0.1101794471
369	0.1101789641
370	0.1101782993
371	0.1101776709
372	0.1101723214
373	0.110075377
374	0.1100747792
375	0.1100669916
376	0.1100664665
377	0.1097977271
378	0.1095888675
379	0.1095303344
380	0.1094992664
381	0.1090103379
382	0.1087366203
383	0.1078052811
384	0.1077770925
385	0.1077763757
386	0.1070240853
387	0.1066783641
388	0.1065522471
389	0.1065453675
390	0.1065441001
391	0.1065413932
392	0.1065394113
393	0.1065386003
394	0.1065370266
395	0.1065360598
396	0.1065359792
397	0.1064387818
398	0.1057687215
399	0.1057680669
400	0.1056590074
401	0.1056514847
402	0.1056513764
403	0.1056375915
404	0.1056375211
405	0.105637429
406	0.105500186
407	0.105500148
408	0.1054999365
409	0.1054998931
410	0.1054782713
411	0.105474452
412	0.1054744141
413	0.105471989
414	0.1054719781
415	0.1054704861
416	0.1054704699
417	0.1053762538
418	0.1053182211
419	0.1053182156
420	0.1053181993
421	0.1053179385
422	0.1053177918
423	0.1053170366
424	0.1053165531
425	0.1053165313
426	0.1053162325
427	0.1053161999
428	0.1053161836
429	0.1053161673
430	0.1053156022
431	0.1053155859
432	0.1053155696
433	0.1053153849
434	0.1053153794
435	0.1053153686
436	0.1053153577
437	0.1053153577
438	0.1053097286
439	0.1053092178
440	0.1053090983
441	0.1053090874
442	0.105218289
443	0.1052182673
444	0.1052182618
445	0.1052181966
446	0.1052181803
447	0.1051524529
448	0.1051524312
449	0.1051523169
450	0.1051523223
451	0.1051375413
452	0.105137095
453	0.1051231611
454	0.105102861
455	0.1051027956
456	0.1051027739
457	0.1051026813
458	0.1051025996
459	0.1051025125
460	0.1051024309
461	0.1051024254
462	0.1051023492
463	0.1051023492
464	0.1051023546
465	0.1051023546
466	0.1051019899
467	0.1050245363
468	0.1050227165
469	0.1050227111
470	0.1050227056
471	0.1050226947
472	0.1050226675
473	0.1050223351
474	0.1050223297
475	0.1050223188
476	0.1050181288
477	0.1050180688
478	0.1050180089
479	0.105017998
480	0.1050179925
481	0.1049140548
482	0.1049140603
483	0.1049140603
484	0.1049140548
485	0.104913744
486	0.1049135476
487	0.1049101332
488	0.1049101223
489	0.1049100678
490	0.104889841
491	0.1048898301
492	0.1048892518
493	0.1048892464
494	0.1048888645
495	0.1048888536
496	0.1048837089
497	0.1048836707
498	0.1048836489
499	0.1048835562
500	0.104880921
501	0.1048807028
502	0.1048805664
503	0.1048776147
504	0.104873337
505	0.1048733043
506	0.1048732716
507	0.1048542219
508	0.1048541892
509	0.1048541619
510	0.1048541619
511	0.104854151
512	0.1048541401
513	0.1048541182
514	0.1048464668
515	0.1048464668
516	0.1048464614
517	0.1048464341
518	0.1048464068
519	0.1048464014
520	0.1048463413
521	0.104846314
522	0.1048462922
523	0.1048462867
524	0.1048462813
525	0.1048462649
526	0.1048462595
527	0.1048462595
528	0.1048462431
529	0.1048462376
530	0.1048462212
531	0.1048462049
532	0.1048461121
533	0.1048446713
534	0.1048446549
535	0.1048445075
536	0.1048444911
537	0.1048444911
538	0.1048444748
539	0.1048444693
540	0.1048444529
541	0.1048444475
542	0.1048444475
543	0.1048444311
544	0.1048444147
545	0.1048444147
546	0.1048444093
547	0.1048443984
548	0.1048444038
549	0.1048443984
550	0.1048443984
551	0.1048443984
552	0.1048443984
553	0.1048444038
554	0.1048442783
555	0.1048442728
556	0.1048317355
557	0.1048317355
558	0.1048317246
559	0.1048317246
560	0.1048317082
561	0.1048317082
562	0.1048317028
563	0.1048317082
564	0.1048317028
